"","pmid","annotator_id","characteristic","class","explanation","categories","counts","percentages"
"4000","38229871","IEB2564","Basal Comorbidities","Health-Related","The distribution of participants based on preexisting comorbidities.","Respiratory Diseases",NA,NA
"4001","38229871","IEB2564","COVID-19 Vaccination","Other","The distribution of participants based on COVID-19 vaccination status.","Vaccinated",NA,NA
"4002","38229871","IEB2564","COVID-19 Vaccination","Other","The distribution of participants based on COVID-19 vaccination status.","Not Vaccinated",NA,NA
"4003","38229871","IEB2564","Outcomes","Other","The distribution of participants based on different outcomes such as death, admission to hospital, and intensive care unit (ICU).","Death",NA,NA
"4004","38229871","IEB2564","Outcomes","Other","The distribution of participants based on different outcomes such as death, admission to hospital, and intensive care unit (ICU).","Hospitalization",NA,NA
"4005","38229871","IEB2564","Outcomes","Other","The distribution of participants based on different outcomes such as death, admission to hospital, and intensive care unit (ICU).","ICU Admission",NA,NA
"4006","31617930","PQK4850","Age","Demographic","The distribution of age among the participants.","70-79","43","26.2%"
"4007","31617930","PQK4850","Gender","Demographic","The distribution of male and female participants.","Male","74","45.1%"
"4008","31617930","PQK4850","Gender","Demographic","The distribution of male and female participants.","Female","90","54.9%"
"4009","31617930","PQK4850","Race/Ethnicity","Demographic","The distribution of race/ethnicity among the participants.","Non-Hispanic white","144","87.8%"
"4010","31617930","PQK4850","Race/Ethnicity","Demographic","The distribution of race/ethnicity among the participants.","African American","19","11.6%"
"4011","31617930","PQK4850","Race/Ethnicity","Demographic","The distribution of race/ethnicity among the participants.","Asian","1","0.6%"
"4012","31617930","PQK4850","APOE ε4 allele carriers","Health-Related","The presence of APOE ε4 allele in study participants.","1 copy (ε2/4, ε3/4)","89","54.3%"
"4013","31617930","PQK4850","APOE ε4 allele carriers","Health-Related","The presence of APOE ε4 allele in study participants.","2 copies (ε4/4)","21","12.8%"
"4014","29574441","QZP1955","Participants","Demographic","Demographic characteristics of individuals included in the study.","Age","116","NA"
"4015","29574441","QZP1955","Participants","Demographic","Demographic characteristics of individuals included in the study.","Sex","62%","62%"
"4016","29574441","QZP1955","Participants","Demographic","Demographic characteristics of individuals included in the study.","Education","16 (2)","NA"
"4017","29574441","QZP1955","Participants","Demographic","Demographic characteristics of individuals included in the study.","Family History of LOAD","38%","38%"
"4018","29574441","QZP1955","Participants","Demographic","Demographic characteristics of individuals included in the study.","APOE ε4 carriers","40%","40%"
"4019","29574441","QZP1955","Participants","Demographic","Demographic characteristics of individuals included in the study.","Ethnicity","68%","68%"
"4020","29574441","QZP1955","Participants","Demographic","Demographic characteristics of individuals included in the study.","Subjective Complaints","44%","44%"
"4021","29574441","QZP1955","Vascular Risk Measures","Health-Related","Vascular risk factors considered in the study.","Overweight","14%","14%"
"4022","29574441","QZP1955","Vascular Risk Measures","Health-Related","Vascular risk factors considered in the study.","Hypertension","14%","14%"
"4023","29574441","QZP1955","Vascular Risk Measures","Health-Related","Vascular risk factors considered in the study.","Elevated Plasma Cholesterol","14%","14%"
"4024","29574441","QZP1955","Vascular Risk Measures","Health-Related","Vascular risk factors considered in the study.","Elevated Plasma Homocysteine","14%","14%"
"4025","29574441","QZP1955","Vascular Risk Measures","Health-Related","Vascular risk factors considered in the study.","Insulin Sensitivity","NA","NA"
"4026","29574441","QZP1955","Lifestyle Measures","Health-Related","Lifestyle factors assessed in the study.","Diet",NA,NA
"4027","29574441","QZP1955","Lifestyle Measures","Health-Related","Lifestyle factors assessed in the study.","Physical Activity",NA,NA
"4028","29574441","QZP1955","Lifestyle Measures","Health-Related","Lifestyle factors assessed in the study.","Intellectual Enrichment",NA,NA
"4029","37203319","UYE7608","Age","Demographic","The distribution of age groups among the study participants.","<50",NA,"NA"
"4030","37203319","UYE7608","Age","Demographic","The distribution of age groups among the study participants.","50-59",NA,"NA"
"4031","37203319","UYE7608","Age","Demographic","The distribution of age groups among the study participants.","60-69","226","24.9%"
"4032","37203319","UYE7608","Age","Demographic","The distribution of age groups among the study participants.","70-79","355","39.1%"
"4033","37203319","UYE7608","Age","Demographic","The distribution of age groups among the study participants.","80+","327","36%"
"4034","37203319","UYE7608","Gender","Demographic","The distribution of male and female participants.","Male","519","57.1%"
"4035","37203319","UYE7608","Gender","Demographic","The distribution of male and female participants.","Female","389","42.9%"
"4036","37203319","UYE7608","Arterial Hypertension","Health-Related","The prevalence of arterial hypertension among participants.","With Arterial Hypertension","322","35.4%"
"4037","37203319","UYE7608","Arterial Hypertension","Health-Related","The prevalence of arterial hypertension among participants.","Without Arterial Hypertension","586","64.6%"
"4038","37203319","UYE7608","Chronic Renal Failure","Health-Related","The prevalence of chronic renal failure among participants.","With Chronic Renal Failure","102","11.2%"
"4039","37203319","UYE7608","Chronic Renal Failure","Health-Related","The prevalence of chronic renal failure among participants.","Without Chronic Renal Failure","806","88.8%"
"4040","37203319","UYE7608","Dementia","Health-Related","The prevalence of dementia among participants.","With Dementia","75","8.3%"
"4041","37203319","UYE7608","Dementia","Health-Related","The prevalence of dementia among participants.","Without Dementia","833","91.7%"
"4042","37203319","UYE7608","Chronic Obstructive Pulmonary Disease (COPD)","Health-Related","The prevalence of COPD among participants.","With COPD","168","18.5%"
"4043","37203319","UYE7608","Chronic Obstructive Pulmonary Disease (COPD)","Health-Related","The prevalence of COPD among participants.","Without COPD","740","81.5%"
"4044","37203319","UYE7608","Heart Failure","Health-Related","The prevalence of heart failure among participants.","With Heart Failure","139","15.3%"
"4045","37203319","UYE7608","Heart Failure","Health-Related","The prevalence of heart failure among participants.","Without Heart Failure","769","84.7%"
"4046","37203319","UYE7608","Prior Stroke","Health-Related","The prevalence of prior stroke among participants.","With Prior Stroke","81","8.9%"
"4047","37203319","UYE7608","Prior Stroke","Health-Related","The prevalence of prior stroke among participants.","Without Prior Stroke","827","91.1%"
"4048","37203319","UYE7608","Wave 2","Other","Association with Wave 2 among participants.","With Wave 2","155","17.1%"
"4049","37203319","UYE7608","Wave 2","Other","Association with Wave 2 among participants.","Without Wave 2","753","82.9%"
"4050","37203319","UYE7608","Wave 3","Other","Association with Wave 3 among participants.","With Wave 3","131","14.4%"
"4051","37203319","UYE7608","Wave 3","Other","Association with Wave 3 among participants.","Without Wave 3","777","85.6%"
"4052","37203319","UYE7608","Wave 4","Other","Association with Wave 4 among participants.","With Wave 4","128","14.1%"
"4053","37203319","UYE7608","Wave 4","Other","Association with Wave 4 among participants.","Without Wave 4","780","85.9%"
"4054","37203319","UYE7608","Glucocorticoid Treatment","Other","The prevalence of glucocorticoid treatment among participants.","With Glucocorticoid Treatment","247","27.2%"
"4055","37203319","UYE7608","Glucocorticoid Treatment","Other","The prevalence of glucocorticoid treatment among participants.","Without Glucocorticoid Treatment","661","72.8%"
"4056","30180830","MYU6355","Gender","Demographic","The distribution of male and female participants.","Female","280","57.4%"
"4057","30180830","MYU6355","Gender","Demographic","The distribution of male and female participants.","Male","208","42.6%"
"4058","30180830","MYU6355","Age","Demographic","The distribution of age among participants.","79 years","488","100%"
"4059","30180830","MYU6355","APOE ε4 Carrier Status","Other","The presence or absence of the APOE ε4 allele among participants.","APOE ε4 Carrier","195","39.96%"
"4060","30180830","MYU6355","APOE ε4 Carrier Status","Other","The presence or absence of the APOE ε4 allele among participants.","Non-Carrier","293","60.04%"
"4061","30180830","MYU6355","Smoking Status","Other","The smoking status of participants.","Ever Smoker","110","22.54%"
